variable_name,start_cycle,end_cycle,rw_flag
var_2,7450,11266,2
var_2,3234,13339,2
var_2,6849,12567,2
var_2,2761,11429,1
var_2,9349,23843,1
var_2,5569,23959,2
var_2,6345,27295,0
var_2,7709,20268,1
var_2,3102,29584,2
var_2,974,19785,2
var_2,5290,28587,0
var_2,8133,11812,1
var_2,5402,21069,1
var_2,9320,29511,1
var_2,8244,25910,2
var_2,325,20810,2
var_2,1191,24782,0
var_2,4039,14091,0
var_2,9337,11533,0
var_2,6546,28207,1
var_2,2778,21933,2
var_2,3583,22888,2
var_2,869,26044,1
var_2,5410,13191,1
var_2,9269,16061,2
var_2,2723,23407,2
var_2,9170,23993,0
var_2,4335,18768,1
var_2,4268,12125,0
var_2,5475,27029,0
var_2,2956,24280,1
var_2,7731,10487,0
var_2,8378,10057,0
var_2,7408,18755,1
var_2,8419,13861,2
var_2,2625,11854,1
var_2,1430,24501,0
var_2,591,25122,1
var_2,6597,16859,0
var_2,5977,27574,2
var_2,4605,17421,0
var_2,9643,17896,0
var_2,5711,13451,2
var_2,8543,13381,1
var_2,4506,20124,2
var_2,6039,26837,0
var_2,8339,12086,2
var_2,6234,15764,1
var_2,6647,14426,1
var_2,8238,22254,0
var_2,759,20934,2
var_2,6818,13707,1
var_2,976,19266,1
var_2,4558,17719,1
var_2,2854,25174,0
var_2,7267,23074,2
var_2,2898,12732,0
var_2,5343,25652,0
var_2,100,14354,2
var_2,2499,17371,2
var_2,1977,28126,1
var_2,280,26465,1
var_2,7957,27204,1
var_2,9242,10600,1
var_2,9343,12634,1
var_2,3198,14020,0
var_2,6932,25017,1
var_2,490,10865,1
var_2,45,10299,0
var_2,8029,11818,2
var_2,9990,27120,1
var_2,5985,16292,2
var_2,166,14744,0
var_2,5363,23878,0
var_2,8708,20535,1
var_2,2188,28976,1
var_2,8354,29526,1
var_2,4123,12706,1
var_2,8848,22641,2
var_2,6710,19479,1
var_2,9093,10370,1
var_2,2582,16415,2
var_2,6989,19073,1
var_2,2542,19515,2
var_2,977,12697,0
var_2,8037,19219,1
var_2,286,19197,0
var_2,2801,24067,2
var_2,8385,11472,2
var_2,9398,15432,1
var_2,5592,10513,2
var_2,8909,28290,0
var_2,4928,11023,1
var_2,6617,15194,0
var_2,8969,25837,1
var_2,991,26109,2
var_2,9588,13766,0
var_2,828,25275,1
var_2,7290,20969,1
var_2,3199,10518,2
var_2,7042,20640,2
var_2,4187,11172,2
var_2,9763,16145,2
var_2,5006,28585,0
var_2,4958,10101,2
var_2,323,14256,1
var_2,8054,18421,2
var_2,7216,25703,0
var_2,1251,23246,0
var_2,5979,29349,1
var_2,5645,26873,0
var_2,7546,29975,2
var_2,7472,19188,0
var_2,2267,14813,0
var_2,5250,19567,1
var_2,1711,20775,0
var_2,866,15876,1
var_2,4166,14013,1
var_2,7388,18868,1
var_2,1383,17544,0
var_2,8574,25577,0
var_2,3430,26626,0
var_2,1059,26206,0
var_2,5747,20279,1
var_2,8539,20998,2
var_2,2716,10004,2
var_2,1156,12896,2
var_2,6264,21343,2
var_2,5475,27521,2
var_2,3152,24077,2
var_2,5008,23796,0
var_2,2401,16997,1
var_2,5353,19144,2
var_2,9180,28305,2
var_2,6897,22680,1
var_2,671,14790,1
var_2,6234,23971,2
var_2,2115,18026,1
var_2,1928,22294,2
var_2,6597,25311,1
var_2,7900,25882,1
var_2,6593,16755,2
var_2,2950,13750,1
var_2,7586,15139,2
var_2,9851,20950,2
var_2,1259,21342,1
var_2,1241,12722,1
var_2,1236,15110,0
var_2,7195,23179,2
var_2,9604,24284,2
var_2,1632,20270,2
var_2,6409,10740,1
var_2,5492,15356,2
var_2,2447,28082,1
var_2,6016,21422,1
var_2,5336,15608,2
var_2,3247,11615,2
var_2,3931,21948,0
var_2,9358,23504,1
var_2,2795,13539,2
var_2,7554,26252,1
var_2,4252,21972,1
var_2,4870,13460,2
var_2,5356,19633,0
var_2,7788,16086,1
var_2,6431,14018,1
var_2,9698,22183,0
var_2,2737,15410,0
var_2,1942,15788,1
var_2,9092,15120,2
var_2,1770,14188,2
var_2,7243,19247,1
var_2,7551,20951,0
var_2,1501,20674,2
var_2,1675,10712,1
var_2,3051,28644,2
var_2,7232,27446,2
var_2,2073,23583,1
var_2,3983,29323,0
var_2,6224,15790,1
var_2,6922,21025,0
var_2,2585,23005,1
var_2,2843,13195,2
var_2,9198,28088,1
var_2,3311,10894,2
var_2,8309,17415,2
var_2,7969,12957,1
var_2,3582,10255,0
var_2,2574,16297,1
var_2,5672,29290,0
var_2,3625,14847,2
var_2,6555,12139,0
var_2,5124,18694,2
var_2,8389,26727,1
var_2,439,25750,1
var_2,9237,22017,0
var_2,1815,15777,1
var_2,8016,13191,1
var_2,318,29699,0
var_2,8865,27874,0
var_2,2922,10519,1
var_2,4238,20523,0
var_2,9341,17979,0
var_2,6523,10989,0
var_2,5642,24288,0
var_2,129,28614,1
var_2,3831,12559,2
var_2,7378,26806,1
var_2,7766,21364,1
var_2,8018,24497,1
var_2,3086,13926,1
var_2,7635,25575,1
var_2,9364,17145,2
var_2,8380,29882,0
var_2,1846,13349,0
var_2,4280,22081,0
var_2,579,13413,1
var_2,4942,21418,1
var_2,3346,20754,0
var_2,9822,24949,0
var_2,7677,11019,1
var_2,6322,23055,1
var_2,6177,15315,1
var_2,8560,21940,2
var_2,9176,26821,2
var_2,7743,15398,1
var_2,8594,28278,2
var_2,4513,15103,0
var_2,2230,24743,1
var_2,8513,24324,2
var_2,80,13467,2
var_2,7898,28810,1
var_2,4970,14301,2
var_2,9071,20728,2
var_2,4867,24009,1
var_2,7657,11061,1
var_2,7110,14951,0
var_2,705,27431,2
var_2,9918,26426,1
var_2,4197,25773,0
var_2,556,12072,2
var_2,2884,13042,2
var_2,1377,10141,0
var_2,4744,28236,2
var_2,3357,20304,0
var_2,990,10102,0
var_2,837,10732,1
var_2,126,15828,1
var_2,1270,17824,1
var_2,1427,17127,1
var_2,864,10082,2
var_2,4413,19492,0
var_2,3856,17601,0
var_2,6539,14877,2
var_2,8458,28071,2
var_2,1212,12238,2
var_2,8625,24671,0
var_2,2098,23019,1
var_2,3215,21467,2
var_2,3081,20030,2
var_2,8505,27055,1
var_2,3546,27656,2
var_2,1825,26548,1
var_2,4319,26772,0
var_2,4172,15254,0
var_2,1231,13567,2
var_2,2525,12237,0
var_2,483,17563,1
var_2,2837,18376,0
var_2,4359,13370,2
var_2,6619,28330,1
var_2,258,19911,2
var_2,5285,19282,1
var_2,5196,16191,1
var_2,8932,21574,1
var_2,4295,29121,1
var_2,1435,25748,1
var_2,4184,23406,1
var_2,7097,17718,2
var_2,2364,19714,2
var_2,9206,16533,1
var_2,8929,21436,1
var_2,2073,22258,1
var_2,8213,16815,2
var_2,4227,22105,1
var_2,5009,16803,2
var_2,2200,18836,2
var_2,2918,12944,1
var_2,7242,21436,1
var_2,4891,29564,2
var_2,1023,10677,0
var_2,4621,17744,0
var_2,3350,24986,2
var_2,1377,13059,2
var_2,2112,23813,1
var_2,358,21403,2
var_2,7200,25998,0
var_2,2179,21905,0
var_2,5266,21701,1
var_2,8234,20703,1
var_2,9122,24710,2
var_2,2363,19991,2
var_2,3351,14637,0
var_2,8554,20650,2
var_2,8533,28357,2
var_2,9111,18496,2
var_2,6444,16369,1
var_2,5363,10110,1
var_2,9259,14034,2
var_2,7714,15471,1
var_2,7814,29450,2
var_2,5471,16838,0
var_2,8094,22226,0
var_2,9331,18115,2
var_2,516,27021,1
var_2,2261,11642,1
var_2,8593,11829,2
var_2,8057,23642,2
var_2,4758,23906,0
var_2,5287,19028,2
var_2,253,15748,0
var_2,5840,20520,1
var_2,7326,25136,2
var_2,6935,24954,2
var_2,4719,19426,0
var_2,7133,19540,2
var_2,1402,18418,1
var_2,6131,17932,1
var_2,8638,15504,1
var_2,7611,26158,1
var_2,3861,18823,0
var_2,2149,18980,2
var_2,7147,29614,1
var_2,745,28875,2
var_2,8995,10699,0
var_2,2145,15730,2
var_2,9617,19597,0
var_2,2096,15240,1
var_2,4975,29838,1
var_2,5172,26756,1
var_2,8051,13116,2
var_2,8151,26220,1
var_2,1001,28730,2
var_2,3727,26835,0
var_2,7017,15248,0
var_2,9890,29178,0
var_2,9583,13000,2
var_2,1146,10937,0
var_2,5461,25462,0
var_2,6861,14522,2
var_2,61,22071,1
var_2,6899,16292,2
var_2,8326,12205,2
var_2,8642,22325,1
var_2,9474,28532,1
var_2,2840,14951,0
var_2,7003,20896,1
var_2,1546,16013,1
var_2,7186,15075,2
var_2,8035,28127,0
var_2,1267,16376,2
var_2,3063,23287,0
var_2,404,11429,1
var_2,5927,27511,2
var_2,174,20808,0
var_2,2226,27589,2
var_2,9925,12330,1
var_2,3063,25750,1
var_2,4179,29909,0
var_2,1245,28573,2
var_2,2207,16137,1
var_2,2793,13079,2
var_2,8201,27613,1
var_2,7028,14057,0
var_2,8761,15433,0
var_2,4362,18751,0
var_2,971,15794,0
var_2,4641,23622,2
var_2,8127,11952,0
var_2,6341,20085,1
var_2,9684,21037,1
var_2,2912,11578,0
var_2,563,15759,1
var_2,9011,24198,0
var_2,9017,17452,2
var_2,5875,17581,1
var_2,3579,23388,1
var_2,4802,15283,1
var_2,1438,17776,1
var_2,7526,21855,1
var_2,722,23228,2
var_2,203,16344,0
var_2,5124,24477,1
var_2,85,16260,0
var_2,6245,18851,2
var_2,7461,20777,2
var_2,2021,15083,2
var_2,3215,17010,1
var_2,1598,22496,0
var_2,3379,27950,0
var_2,9643,10981,1
var_2,8454,26501,1
var_2,3272,18563,0
var_2,6987,15170,0
var_2,6619,14923,2
var_2,7434,18535,0
var_2,1929,22890,0
var_2,2373,14160,0
var_2,3067,21651,0
var_2,6142,25715,2
var_2,572,29503,2
var_2,2049,11511,2
var_2,5162,15135,2
var_2,4781,21963,1
var_2,7602,25744,1
var_2,4664,23906,1
var_2,7342,26870,2
var_2,1497,12828,0
var_2,4712,17368,2
var_2,6423,26275,0
var_2,3026,27307,1
var_2,5514,14787,2
var_2,546,10200,2
var_2,4370,18768,0
var_2,1713,24762,1
var_2,5930,18801,0
var_2,6156,21667,0
var_2,7746,27816,2
var_2,1157,13456,0
var_2,6184,11604,1
var_2,6958,14770,2
var_2,4470,11185,0
var_2,9007,27870,1
var_2,8217,22767,1
var_2,3245,18882,2
var_2,1282,27739,0
var_2,5355,19949,2
var_2,5830,23941,1
var_2,2492,16159,0
var_2,4137,19341,0
var_2,6651,25006,0
var_2,5857,22379,1
var_2,2871,15718,1
var_2,2502,23015,2
var_2,7709,13346,1
var_2,4603,27289,2
var_2,9150,16431,0
var_2,3658,27299,2
var_2,7108,26565,0
var_2,3556,26539,1
var_2,4460,27222,2
var_2,5801,15938,2
var_2,6305,23859,2
var_2,9020,15347,1
var_2,8992,22423,2
var_2,6776,19988,2
var_2,8352,23690,2
var_2,3571,20458,0
var_2,2437,24910,0
var_2,3675,11626,2
var_2,4971,20689,2
var_2,2339,25890,0
var_2,8018,13551,0
var_2,6526,10220,0
var_2,1231,17242,1
var_2,6602,18649,1
var_2,6361,10188,2
var_3,948,15368,1
var_3,2367,21656,0
var_3,4460,17928,1
var_3,8406,16371,2
var_3,1497,20606,1
var_3,1964,11370,1
var_3,3422,11230,0
var_3,5042,20045,2
var_3,6615,17165,1
var_3,2722,19049,1
var_3,2512,21555,2
var_3,6413,17133,2
var_3,9414,20905,1
var_3,7956,24137,2
var_3,2284,15750,2
var_3,1644,20944,2
var_3,4452,16419,0
var_3,521,26685,2
var_3,9962,10945,0
var_3,8148,18477,0
var_3,7340,23689,0
var_3,8543,10001,2
var_3,747,16763,1
var_3,2579,16024,1
var_3,6508,15386,2
var_3,3078,16104,2
var_3,246,19731,0
var_3,8655,20425,1
var_3,7765,12014,2
var_3,9281,22475,2
var_3,8239,16040,1
var_3,4623,21762,0
var_3,9076,15191,0
var_3,8919,25882,2
var_3,5642,22281,0
var_3,2079,17847,2
var_3,473,19310,2
var_3,2033,19360,0
var_3,1091,26489,1
var_3,6670,26456,2
var_3,2831,14260,1
var_3,7305,10475,0
var_3,7000,26079,2
var_3,4913,16165,0
var_3,8816,24292,0
var_3,8893,12561,2
var_3,2173,21232,2
var_3,6600,29394,2
var_3,1447,11730,0
var_3,283,25068,1
var_3,6290,27167,1
var_3,8469,11923,0
var_3,7996,29899,2
var_3,7084,16880,2
var_3,1947,16319,1
var_3,2011,21921,2
var_3,2728,29818,1
var_3,4543,10985,1
var_3,8949,20624,0
var_3,6814,14008,2
var_3,718,23905,2
var_3,8952,28588,1
var_3,2724,11356,0
var_3,7789,11973,0
var_3,9627,14329,2
var_3,105,26872,0
var_3,9170,26363,2
var_3,3598,10182,1
var_3,4803,11276,0
var_3,779,10217,1
var_3,2911,17672,0
var_3,6830,21077,0
var_3,6245,26824,0
var_3,2815,22388,2
var_3,8331,26788,1
var_3,5976,27627,2
var_3,3521,21288,1
var_3,991,11026,2
var_3,569,18716,0
var_3,6008,20148,1
var_3,689,29210,2
var_3,7806,25883,2
var_3,5140,28568,0
var_3,5486,10780,0
var_3,9445,21898,2
var_3,3678,15422,0
var_3,9738,26448,2
var_3,8800,11406,0
var_3,1652,10712,2
var_3,3866,10099,2
var_3,837,18098,2
var_3,1416,18774,1
var_3,294,28489,1
var_3,8106,15881,2
var_3,7465,24948,0
var_3,2292,27232,0
var_3,3174,17737,1
var_3,9243,20923,0
var_3,6176,19156,0
var_3,9720,12383,0
var_3,5339,27524,2
var_3,6033,19110,1
var_3,4743,15645,2
var_3,3567,13837,1
var_3,2423,11137,1
var_3,2544,25334,0
var_3,8940,22128,2
var_3,5289,27904,0
var_3,5975,15530,0
var_3,5646,14924,2
var_3,1730,10344,1
var_3,5334,10157,1
var_3,5548,26272,0
var_3,3895,29835,2
var_3,5001,25002,0
var_3,2977,27223,0
var_3,3879,29226,1
var_3,290,19966,1
var_3,2130,15353,0
var_3,7264,14105,0
var_3,3760,23182,1
var_3,7283,12044,0
var_3,158,24630,0
var_3,8028,27383,1
var_3,4405,12827,0
var_3,2633,14801,1
var_3,1668,29577,1
var_3,8913,29705,0
var_3,4495,29270,1
var_3,8152,29366,2
var_3,3254,10915,0
var_3,8630,15981,2
var_3,6659,24158,1
var_3,3799,13186,2
var_3,245,12976,2
var_3,8879,29239,2
var_3,2735,24405,0
var_3,3719,16478,2
var_3,1597,17620,1
var_3,2653,17009,0
var_3,1818,19152,0
var_3,5879,12844,2
var_3,2059,26098,1
var_3,4301,19462,1
var_3,1809,20097,1
var_3,9876,11992,2
var_3,5591,19689,1
var_3,648,13113,1
var_3,1664,23604,1
var_3,5456,10326,1
var_3,6212,14862,2
var_3,6036,14803,0
var_3,5164,17984,0
var_3,6198,15919,0
var_3,1071,13032,2
var_3,3271,14256,0
var_3,6865,13939,1
var_3,7798,18526,0
var_3,82,15913,2
var_3,2722,23006,2
var_3,4413,16851,2
var_3,5365,18877,2
var_3,4105,11036,0
var_3,3419,10534,0
var_3,4560,23826,2
var_3,9934,21515,0
var_3,7757,23442,0
var_3,8128,18913,2
var_3,4861,17615,2
var_3,1852,10466,0
var_3,3030,13487,0
var_3,2063,11168,0
var_3,396,19068,0
var_3,4929,28879,2
var_3,7060,24740,2
var_3,2625,28701,0
var_3,510,20990,1
var_3,190,11959,2
var_3,588,28319,1
var_3,8582,12539,1
var_3,4149,22349,0
var_3,7067,23758,0
var_3,9346,13475,2
var_3,596,22021,1
var_3,2930,20906,0
var_3,1872,10119,2
var_3,2371,25482,0
var_3,3528,15511,0
var_3,1206,22852,1
var_3,2948,13730,0
var_3,2895,25238,1
var_3,1766,28476,1
var_3,4364,24493,2
var_3,3422,15931,2
var_3,5355,16793,0
var_3,7157,25457,1
var_3,4064,19781,0
var_3,3066,27819,2
var_3,6121,11364,0
var_3,3093,21289,1
var_3,2522,20970,2
var_3,4102,20684,2
var_3,683,29060,1
var_3,3787,12914,2
var_3,6622,22652,1
var_3,2707,11694,1
var_3,4974,23446,0
var_3,4942,12407,0
var_3,2480,15156,2
var_3,8385,14709,2
var_3,2151,18436,1
var_3,2359,23720,2
var_3,2203,14978,1
var_3,8648,12406,1
var_3,9736,22604,1
var_3,7988,25953,0
var_3,4059,29162,2
var_3,9072,18568,2
var_3,9634,16374,0
var_3,6617,29151,0
var_3,4055,15160,0
var_3,6817,25753,0
var_3,1858,12591,0
var_3,9989,19617,0
var_3,9557,24292,1
var_3,6416,23102,2
var_3,1709,17547,0
var_3,7959,28447,1
var_3,5379,15220,2
var_3,6981,14519,0
var_3,7988,15177,2
var_3,2232,10854,2
var_3,4002,11474,1
var_3,6764,24334,0
var_3,431,15317,2
var_3,2850,12991,2
var_3,9980,15962,0
var_3,4023,15890,0
var_3,2485,16358,2
var_3,5928,18871,1
var_3,6772,11533,0
var_3,5855,17133,2
var_3,5396,24732,0
var_3,7785,25558,2
var_3,7686,12377,1
var_3,7262,16058,0
var_3,4075,24902,0
var_3,5959,17330,2
var_3,8181,25322,0
var_3,8610,16613,2
var_3,2327,29346,1
var_3,1492,11039,1
var_3,9205,17502,1
var_3,4194,14134,1
var_3,4315,10067,0
var_3,9708,19683,0
var_3,215,29537,2
var_3,7863,17189,1
var_3,8130,19610,0
var_3,2967,11471,2
var_3,6027,27432,2
var_3,6611,28207,1
var_3,3754,24619,1
var_3,9833,22384,0
var_3,4143,23324,1
var_3,7445,29669,0
var_3,5224,13565,1
var_3,4094,16374,1
var_3,9634,11148,0
var_3,5185,15536,2
var_3,2924,10158,0
var_3,2718,23565,0
var_3,8878,16127,2
var_3,1736,28246,2
var_3,8743,10823,0
var_3,1227,19524,1
var_3,9863,29351,0
var_3,1046,27279,1
var_3,3985,12537,0
var_3,2162,13878,0
var_3,8639,11865,2
var_3,7131,27781,2
var_3,6688,10039,0
var_3,1814,10148,2
var_3,5972,11748,1
var_3,3374,18426,0
var_3,5727,22932,1
var_3,4874,11113,0
var_3,5012,13615,2
var_3,7157,20578,2
var_3,2479,19029,2
var_3,149,17946,1
var_3,470,21560,2
var_3,1387,24242,0
var_3,348,25973,2
var_3,3888,24511,1
var_3,7659,18654,1
var_3,5802,22262,0
var_3,964,11908,0
var_3,2491,15276,2
var_3,7779,19933,1
var_3,6105,19656,1
var_3,9022,20898,1
var_3,4150,26851,1
var_3,8298,20198,0
var_3,5910,29974,1
var_3,2278,10107,0
var_3,2788,27405,0
var_3,7074,20183,1
var_3,4880,15489,0
var_3,8449,18656,0
var_3,8364,13429,2
var_3,5036,23135,1
var_3,9784,25580,0
var_3,3068,24985,2
var_3,6324,17902,1
var_3,7393,19999,1
var_3,9028,21620,2
var_3,8311,22091,0
var_3,9468,23722,1
var_3,4174,14275,0
var_3,8391,19313,1
var_3,6169,25673,0
var_3,5319,21538,1
var_3,6718,23778,1
var_3,1789,21756,1
var_3,825,18018,0
var_3,3763,24508,2
var_3,3997,14445,0
var_3,8639,16175,1
var_3,1423,15131,2
var_3,9947,11560,1
var_3,8052,24303,2
var_3,7314,24700,1
var_3,3280,15434,1
var_3,2684,21956,1
var_3,8323,21541,0
var_3,7902,10512,1
var_3,8682,27126,0
var_3,4091,24942,0
var_3,1344,11344,0
var_3,898,15371,2
var_3,6656,23162,2
var_3,8701,24763,2
var_3,2597,29492,1
var_3,6365,28587,2
var_3,5784,12817,2
var_3,7023,25861,1
var_3,4661,13471,0
var_3,4244,19619,1
var_3,5435,24271,2
var_3,7390,27868,2
var_3,8608,29716,0
var_3,7622,25286,2
var_3,2409,28351,1
var_3,811,18837,2
var_3,8485,10098,0
var_3,3953,15153,1
var_3,6830,25395,2
var_3,5651,27252,1
var_3,212,22293,2
var_3,132,28184,0
var_3,9941,20723,0
var_3,2543,28628,1
var_3,1290,28157,2
var_3,5633,28999,1
var_3,2007,16925,0
var_3,5213,28974,2
var_3,6723,15753,0
var_3,1229,28428,1
var_3,7199,23139,1
var_3,4993,18686,2
var_3,6999,16592,0
var_3,327,11203,1
var_3,8612,17194,2
var_3,6024,15439,2
var_3,4059,10344,0
var_3,9356,21915,1
var_3,6479,22599,1
var_3,2481,18737,1
var_3,6242,22666,0
var_3,8997,14995,0
var_3,1392,16507,1
var_3,1472,16656,2
var_3,1793,16665,1
var_3,7769,15237,2
var_3,7375,26722,1
var_3,2761,20974,0
var_3,1678,10600,0
var_3,4110,16251,1
var_3,6229,16772,0
var_3,7171,17521,2
var_3,5179,11595,0
var_3,7339,27169,2
var_3,2733,20190,0
var_3,8943,24458,2
var_3,841,27909,1
var_3,3259,15293,1
var_3,3638,24763,2
var_3,4811,11796,2
var_3,6784,26383,2
var_3,9931,28040,1
var_3,1545,24586,0
var_3,9820,20330,1
var_3,4057,27690,2
var_3,9059,21339,1
var_3,4985,29272,0
var_3,8493,19590,2
var_3,442,17755,2
var_3,3949,25472,0
var_3,9953,18792,2
var_3,1784,26879,2
var_3,7490,20497,2
var_3,8907,16215,0
var_3,180,27572,0
var_3,709,26758,0
var_3,4689,17603,2
var_3,6495,12151,0
var_3,8684,19676,0
var_3,698,14883,1
var_3,4868,26137,2
var_3,9837,26776,2
var_3,1794,22236,1
var_3,7586,28564,1
var_3,3237,10655,2
var_3,9770,27256,0
var_3,8525,11504,2
var_3,7321,29125,1
var_3,3517,14391,1
var_3,1524,29951,2
var_3,8873,22102,1
var_3,2443,13123,1
var_3,9729,19669,1
var_3,9627,27567,0
var_3,2115,17358,0
var_3,8579,24491,0
var_3,8763,17034,1
var_3,6739,15451,1
var_3,1666,20704,1
var_3,949,27314,2
var_3,7608,28028,0
var_3,647,19200,1
var_3,1187,15241,1
var_3,4910,11833,2
var_3,6873,24364,2
var_3,6165,22442,1
var_3,4487,28218,2
var_3,4665,14642,0
var_3,6676,20780,0
var_3,6455,12464,2
var_3,7027,25318,0
var_3,112,19755,1
var_3,1159,18139,1
var_3,3558,11429,0
var_3,8690,24946,0
var_3,9867,14534,0
var_3,209,23636,1
var_3,3154,19570,2
var_3,3145,29253,1
var_3,8883,26303,2
var_3,2103,17822,0
var_3,217,24319,0
var_3,204,14788,1
var_3,1679,11237,1
var_3,8951,16648,1
var_3,393,13554,2
var_3,2001,29376,1
var_3,5284,27548,1
var_3,8536,25889,2
var_3,6931,28788,2
var_3,8203,25376,0
var_3,8930,29282,0
var_3,6031,13242,2
var_3,9372,28722,0
var_3,9586,25738,1
var_3,1255,13751,1
var_3,3799,10805,0
var_3,4493,15750,2
var_3,3402,29053,2
var_3,3532,27940,0
var_3,5543,24207,1
var_3,3558,23172,2
var_3,8395,27000,1
var_3,8851,27274,1
var_3,4016,18399,2
var_3,1010,20865,0
var_3,920,15930,2
var_3,8190,17604,0
var_3,8072,16907,2
var_3,3457,11374,2
var_3,7679,17632,1
var_3,7634,21811,1
var_3,9728,11660,2
var_3,9278,28359,2
var_3,8692,28967,0
var_3,2533,15542,0
var_3,2241,20997,0
var_3,4600,17257,2
var_3,3699,10876,2
var_3,1900,22359,1
var_3,448,13498,0
var_3,7910,24709,1
var_3,8288,18161,1
var_3,1415,26642,2
var_3,5295,10172,1
var_3,5163,27911,0
var_3,3764,10381,2
var_3,456,21210,2
var_3,833,23601,0
var_3,576,26283,1
var_3,4443,23931,0
var_3,6287,23933,2
var_3,5452,18563,0
var_3,1622,26349,0
var_3,8857,24510,1
var_3,181,26809,0
var_3,515,29531,0
var_3,4268,19098,0
var_3,2880,23604,0
var_3,8682,20015,1
var_3,2384,12689,0
var_3,7916,14273,2
var_3,1496,21526,2
var_3,1999,26388,0
var_3,8602,13519,0
var_3,2268,28606,2
var_3,347,12197,2
var_3,293,18031,0
var_3,2596,18037,1
var_3,5796,10191,1
var_3,1850,10411,1
var_3,9507,21087,2
var_3,5601,17306,0
var_3,5639,21811,1
var_3,8010,10171,2
var_3,8052,10637,0
var_3,2075,25130,1
var_3,4250,12964,2
var_3,9717,12277,2
var_3,8103,11239,0
var_3,1898,27649,2
var_3,3195,22519,2
var_3,5557,25903,1
var_3,9826,10649,0
var_3,81,27297,2
var_3,3055,25305,0
var_3,8814,23324,0
var_3,193,12692,0
var_3,498,24107,0
var_3,7209,20177,1
var_3,2305,28232,0
var_3,4865,23170,1
var_3,5673,25425,1
var_3,7289,29921,0
var_3,3303,22524,2
var_3,6483,26750,0
var_3,3284,16359,2
var_3,4792,24915,2
var_3,8155,27221,0
var_3,2187,26082,1
var_3,6949,11153,1
var_3,6349,27055,0
var_3,7756,21756,1
var_3,906,24757,2
var_3,1806,28877,1
var_3,7186,19916,2
var_3,9685,26333,1
var_3,5580,20678,1
var_3,9373,20039,1
var_3,9966,20294,1
var_3,2481,29622,0
var_3,7516,10417,2
var_3,7728,11586,0
var_3,2346,28320,0
var_3,3524,27900,0
var_3,4734,29541,0
var_3,7304,21668,2
var_3,8078,10975,0
var_3,425,18880,0
var_3,3532,28576,1
var_3,2582,11429,2
var_3,8676,16912,0
var_3,8974,10443,0
var_3,1752,21680,1
var_3,8641,10662,0
var_3,2523,27884,0
var_3,7861,21479,0
var_3,961,11290,0
var_3,3106,24529,1
var_3,1791,13808,1
var_3,3815,29286,2
var_3,5576,24500,0
var_3,2945,22202,2
var_3,8948,26697,0
var_3,8594,17022,2
var_3,5505,13551,1
var_3,8542,21421,0
var_3,2492,22295,1
var_3,7173,15853,2
var_3,8928,10781,0
var_3,6435,25725,1
var_3,9046,16657,1
var_3,3185,12407,2
var_3,6230,25205,1
var_3,6678,29904,2
var_3,4037,13815,1
var_3,1862,20865,0
var_3,974,29635,1
var_3,2802,28415,0
var_3,5615,24376,2
var_3,6866,24008,0
var_3,5904,14117,0
var_3,7850,16501,0
var_3,5661,20577,2
var_3,4190,12268,1
var_3,7585,23341,2
var_3,8620,10096,2
var_3,3630,21190,0
var_3,9259,11464,0
var_3,1983,20696,0
var_3,1163,12711,2
var_3,8638,19478,2
var_3,4080,15395,2
var_3,4201,12005,2
var_3,1658,25251,0
var_3,7913,10992,2
var_3,7520,19481,0
var_3,6129,27775,2
var_3,2052,24337,2
var_3,1759,14910,1
var_3,3982,10966,0
var_3,9205,29860,0
var_3,3913,28313,2
var_3,8349,24458,0
var_3,1322,21548,1
var_3,3065,18210,1
var_3,8500,25866,0
var_3,5013,18596,1
var_3,3655,26248,1
var_3,849,21128,0
var_3,8427,11439,1
var_3,5065,14151,0
var_3,5173,13466,2
var_3,8432,10730,2
var_3,7235,16857,2
var_3,2131,24691,1
var_3,9062,10901,1
var_3,361,20094,0
var_3,5399,15992,1
var_3,5901,27060,0
var_3,7676,29447,2
var_3,915,24092,0
var_3,9456,15257,0
var_3,5524,22539,0
var_3,258,19821,2
var_3,9556,14451,0
var_3,8931,24946,1
var_3,8846,17589,0
var_3,2175,29394,1
var_3,829,20089,0
var_3,9151,22108,0
var_3,846,28181,2
var_3,8178,17883,2
var_3,1548,17005,1
var_3,5262,17038,0
var_3,8908,23060,0
var_3,7949,20725,1
var_3,6276,27207,0
var_3,1479,23343,2
var_3,9297,13079,1
var_3,971,19485,0
var_3,8051,28312,2
var_3,4788,22048,0
var_3,2752,21939,1
var_3,971,25367,2
var_3,1449,23123,2
var_3,6042,18348,2
var_3,5384,19437,1
var_3,7512,17475,1
var_3,6481,24959,2
var_3,2742,15788,2
var_3,4528,22919,0
var_3,4925,12714,1
var_3,3067,15058,1
var_3,914,27737,1
var_3,1938,17509,0
var_3,9235,18454,1
var_3,6509,17405,2
var_3,7609,21290,2
var_3,5900,18577,1
var_3,5144,25584,2
var_3,7208,25870,2
var_3,4944,22211,2
var_3,5419,10277,0
var_3,4143,22517,2
var_3,7850,27039,2
var_3,8366,12902,2
var_3,5273,11408,0
var_3,2626,17548,0
var_3,1803,11543,1
var_3,2713,22736,0
var_3,4961,13555,0
var_3,5405,23416,0
var_3,6103,10393,1
var_3,1766,23823,2
var_3,9363,24341,0
var_3,7858,27175,1
